m_ratings,teams,date
990,Asia XI,1979-04-11
990,Oman,1979-04-11
989,United Arab Emirates,1979-04-11
988,South Africa,1979-04-11
988,Netherlands,1979-04-11
988,Nepal,1979-04-11
985,Namibia,1979-04-11
982,Hong Kong,1979-04-11
981,Pakistan,1979-04-11
942,Canada,1979-04-11
860,East Africa,1979-04-11
844,Sri Lanka,1979-04-11
777,India,1979-04-11
1222,West Indies,1979-05-11
1197,England,1979-05-11
1140,Australia,1979-05-11
1031,Zimbabwe,1979-05-11
1026,New Zealand,1979-05-11
1010,ICC World XI,1979-05-11
1008,Africa XI,1979-05-11
1003,Bermuda,1979-05-11
1003,Papua New Guinea,1979-05-11
1002,Afghanistan,1979-05-11
998,United States of America,1979-05-11
997,Ireland,1979-05-11
995,Scotland,1979-05-11
991,Bangladesh,1979-05-11
991,Kenya,1979-05-11
990,Asia XI,1979-05-11
990,Oman,1979-05-11
989,Pakistan,1979-05-11
989,United Arab Emirates,1979-05-11
988,South Africa,1979-05-11
988,Netherlands,1979-05-11
988,Nepal,1979-05-11
985,Namibia,1979-05-11
982,Hong Kong,1979-05-11
941,Canada,1979-05-11
860,East Africa,1979-05-11
843,Sri Lanka,1979-05-11
776,India,1979-05-11
1297,West Indies,1979-06-11
1233,England,1979-06-11
1097,Australia,1979-06-11
1031,Zimbabwe,1979-06-11
1019,Pakistan,1979-06-11
1011,New Zealand,1979-06-11
1010,ICC World XI,1979-06-11
1008,Africa XI,1979-06-11
1003,Bermuda,1979-06-11
1003,Papua New Guinea,1979-06-11
1002,Afghanistan,1979-06-11
998,United States of America,1979-06-11
997,Ireland,1979-06-11
995,Scotland,1979-06-11
991,Bangladesh,1979-06-11
991,Kenya,1979-06-11
990,Asia XI,1979-06-11
989,United Arab Emirates,1979-06-11
989,Oman,1979-06-11
988,South Africa,1979-06-11
988,Netherlands,1979-06-11
988,Nepal,1979-06-11
985,Namibia,1979-06-11
982,Hong Kong,1979-06-11
897,Canada,1979-06-11
868,Sri Lanka,1979-06-11
860,East Africa,1979-06-11
725,India,1979-06-11
1310,West Indies,1979-07-11
1234,England,1979-07-11
1114,Australia,1979-07-11
1032,Zimbabwe,1979-07-11
1014,New Zealand,1979-07-11
1010,Pakistan,1979-07-11
1010,ICC World XI,1979-07-11
1009,Africa XI,1979-07-11
1003,Bermuda,1979-07-11
1003,Papua New Guinea,1979-07-11
1002,Afghanistan,1979-07-11
998,United States of America,1979-07-11
997,Ireland,1979-07-11
995,Scotland,1979-07-11
991,Bangladesh,1979-07-11
991,Kenya,1979-07-11
990,Asia XI,1979-07-11
989,United Arab Emirates,1979-07-11
989,Oman,1979-07-11
988,South Africa,1979-07-11
988,Netherlands,1979-07-11
988,Nepal,1979-07-11
985,Namibia,1979-07-11
982,Hong Kong,1979-07-11
892,Canada,1979-07-11
871,Sri Lanka,1979-07-11
860,East Africa,1979-07-11
725,India,1979-07-11
1295,West Indies,1979-08-11
1245,England,1979-08-11
1129,Australia,1979-08-11
1032,Zimbabwe,1979-08-11
1025,New Zealand,1979-08-11
1010,ICC World XI,1979-08-11
1009,Pakistan,1979-08-11
1009,Africa XI,1979-08-11
1003,Bermuda,1979-08-11
1003,Papua New Guinea,1979-08-11
1002,Afghanistan,1979-08-11
998,United States of America,1979-08-11
997,Ireland,1979-08-11
995,Scotland,1979-08-11
991,Bangladesh,1979-08-11
991,Kenya,1979-08-11
990,Asia XI,1979-08-11
989,United Arab Emirates,1979-08-11
989,Oman,1979-08-11
988,South Africa,1979-08-11
988,Netherlands,1979-08-11
988,Nepal,1979-08-11
984,Namibia,1979-08-11
981,Hong Kong,1979-08-11
892,Canada,1979-08-11
870,Sri Lanka,1979-08-11
860,East Africa,1979-08-11
730,India,1979-08-11
1280,West Indies,1979-09-11
1255,England,1979-09-11
1144,Australia,1979-09-11
1037,New Zealand,1979-09-11
1033,Zimbabwe,1979-09-11
1010,ICC World XI,1979-09-11
1009,Africa XI,1979-09-11
1008,Pakistan,1979-09-11
1003,Bermuda,1979-09-11
1003,Papua New Guinea,1979-09-11
1002,Afghanistan,1979-09-11
998,United States of America,1979-09-11
997,Ireland,1979-09-11
994,Scotland,1979-09-11
991,Bangladesh,1979-09-11
991,Kenya,1979-09-11
990,Asia XI,1979-09-11
989,Oman,1979-09-11
988,South Africa,1979-09-11
988,United Arab Emirates,1979-09-11
988,Netherlands,1979-09-11
988,Nepal,1979-09-11
984,Namibia,1979-09-11
981,Hong Kong,1979-09-11
892,Canada,1979-09-11
869,Sri Lanka,1979-09-11
860,East Africa,1979-09-11
735,India,1979-09-11
1266,England,1979-10-11
1264,West Indies,1979-10-11
1158,Australia,1979-10-11
1049,New Zealand,1979-10-11
1033,Zimbabwe,1979-10-11
1010,ICC World XI,1979-10-11
1009,Africa XI,1979-10-11
1006,Pakistan,1979-10-11
1003,Bermuda,1979-10-11
1003,Papua New Guinea,1979-10-11
1002,Afghanistan,1979-10-11
998,United States of America,1979-10-11
997,Ireland,1979-10-11
994,Scotland,1979-10-11
991,Bangladesh,1979-10-11
990,Kenya,1979-10-11
990,Asia XI,1979-10-11
989,Oman,1979-10-11
988,United Arab Emirates,1979-10-11
987,South Africa,1979-10-11
987,Netherlands,1979-10-11
987,Nepal,1979-10-11
984,Namibia,1979-10-11
981,Hong Kong,1979-10-11
892,Canada,1979-10-11
868,Sri Lanka,1979-10-11
860,East Africa,1979-10-11
740,India,1979-10-11
1285,England,1979-11-11
1237,West Indies,1979-11-11
1159,Australia,1979-11-11
1060,New Zealand,1979-11-11
1034,Zimbabwe,1979-11-11
1011,ICC World XI,1979-11-11
1009,Africa XI,1979-11-11
1005,Pakistan,1979-11-11
1003,Bermuda,1979-11-11
1003,Papua New Guinea,1979-11-11
1002,Afghanistan,1979-11-11
998,United States of America,1979-11-11
997,Ireland,1979-11-11
994,Scotland,1979-11-11
991,Bangladesh,1979-11-11
990,Kenya,1979-11-11
989,Asia XI,1979-11-11
989,Oman,1979-11-11
988,United Arab Emirates,1979-11-11
987,South Africa,1979-11-11
987,Netherlands,1979-11-11
987,Nepal,1979-11-11
984,Namibia,1979-11-11
981,Hong Kong,1979-11-11
892,Canada,1979-11-11
866,Sri Lanka,1979-11-11
860,East Africa,1979-11-11
745,India,1979-11-11
1284,England,1979-12-11
1235,West Indies,1979-12-11
1107,Australia,1979-12-11
1072,New Zealand,1979-12-11
1034,Zimbabwe,1979-12-11
1011,ICC World XI,1979-12-11
1009,Africa XI,1979-12-11
1004,Bermuda,1979-12-11
1003,Pakistan,1979-12-11
1003,Papua New Guinea,1979-12-11
1002,Afghanistan,1979-12-11
998,United States of America,1979-12-11
996,Ireland,1979-12-11
994,Scotland,1979-12-11
991,Bangladesh,1979-12-11
990,Kenya,1979-12-11
989,Asia XI,1979-12-11
989,Oman,1979-12-11
988,United Arab Emirates,1979-12-11
987,South Africa,1979-12-11
987,Netherlands,1979-12-11
987,Nepal,1979-12-11
984,Namibia,1979-12-11
981,Hong Kong,1979-12-11
892,Canada,1979-12-11
865,Sri Lanka,1979-12-11
860,East Africa,1979-12-11
750,India,1979-12-11
1294,West Indies,1980-01-11
1172,England,1980-01-11
1144,Australia,1980-01-11
1084,New Zealand,1980-01-11
1034,Zimbabwe,1980-01-11
1011,ICC World XI,1980-01-11
1009,Africa XI,1980-01-11
1004,Bermuda,1980-01-11
1003,Papua New Guinea,1980-01-11
1002,Pakistan,1980-01-11
1002,Afghanistan,1980-01-11
998,United States of America,1980-01-11
996,Ireland,1980-01-11
994,Scotland,1980-01-11
990,Bangladesh,1980-01-11
990,Kenya,1980-01-11
989,Asia XI,1980-01-11
988,United Arab Emirates,1980-01-11
988,Oman,1980-01-11
987,South Africa,1980-01-11
987,Netherlands,1980-01-11
987,Nepal,1980-01-11
983,Namibia,1980-01-11
980,Hong Kong,1980-01-11
892,Canada,1980-01-11
864,Sri Lanka,1980-01-11
860,East Africa,1980-01-11
756,India,1980-01-11
1256,West Indies,1980-02-11
1153,Australia,1980-02-11
1136,England,1980-02-11
1091,New Zealand,1980-02-11
1035,Zimbabwe,1980-02-11
1011,ICC World XI,1980-02-11
1009,Africa XI,1980-02-11
1004,Bermuda,1980-02-11
1004,Papua New Guinea,1980-02-11
1002,Afghanistan,1980-02-11
1000,Pakistan,1980-02-11
998,United States of America,1980-02-11
996,Ireland,1980-02-11
994,Scotland,1980-02-11
990,Bangladesh,1980-02-11
990,Kenya,1980-02-11
989,Asia XI,1980-02-11
988,United Arab Emirates,1980-02-11
988,Oman,1980-02-11
987,South Africa,1980-02-11
987,Netherlands,1980-02-11
987,Nepal,1980-02-11
983,Namibia,1980-02-11
980,Hong Kong,1980-02-11
892,Canada,1980-02-11
863,Sri Lanka,1980-02-11
860,East Africa,1980-02-11
761,India,1980-02-11
1266,West Indies,1980-03-11
1146,Australia,1980-03-11
1128,England,1980-03-11
1096,New Zealand,1980-03-11
1035,Zimbabwe,1980-03-11
1011,ICC World XI,1980-03-11
1009,Africa XI,1980-03-11
1004,Bermuda,1980-03-11
1004,Papua New Guinea,1980-03-11
1002,Afghanistan,1980-03-11
999,Pakistan,1980-03-11
998,United States of America,1980-03-11
996,Ireland,1980-03-11
994,Scotland,1980-03-11
990,Bangladesh,1980-03-11
990,Kenya,1980-03-11
989,Asia XI,1980-03-11
988,United Arab Emirates,1980-03-11
988,Oman,1980-03-11
987,South Africa,1980-03-11
987,Netherlands,1980-03-11
987,Nepal,1980-03-11
983,Namibia,1980-03-11
980,Hong Kong,1980-03-11
892,Canada,1980-03-11
861,Sri Lanka,1980-03-11
860,East Africa,1980-03-11
766,India,1980-03-11
1276,West Indies,1980-04-11
1139,Australia,1980-04-11
1119,England,1980-04-11
1101,New Zealand,1980-04-11
1036,Zimbabwe,1980-04-11
1011,ICC World XI,1980-04-11
1010,Africa XI,1980-04-11
1004,Bermuda,1980-04-11
1004,Papua New Guinea,1980-04-11
1002,Afghanistan,1980-04-11
998,Pakistan,1980-04-11
998,United States of America,1980-04-11
996,Ireland,1980-04-11
994,Scotland,1980-04-11
990,Bangladesh,1980-04-11
990,Kenya,1980-04-11
989,Asia XI,1980-04-11
988,Oman,1980-04-11
987,South Africa,1980-04-11
987,United Arab Emirates,1980-04-11
987,Netherlands,1980-04-11
987,Nepal,1980-04-11
983,Namibia,1980-04-11
980,Hong Kong,1980-04-11
892,Canada,1980-04-11
860,Sri Lanka,1980-04-11
860,East Africa,1980-04-11
771,India,1980-04-11
1257,West Indies,1980-05-11
1140,England,1980-05-11
1133,Australia,1980-05-11
1106,New Zealand,1980-05-11
1036,Zimbabwe,1980-05-11
1011,ICC World XI,1980-05-11
1010,Africa XI,1980-05-11
1004,Bermuda,1980-05-11
1004,Papua New Guinea,1980-05-11
1002,Afghanistan,1980-05-11
998,United States of America,1980-05-11
996,Pakistan,1980-05-11
996,Ireland,1980-05-11
994,Scotland,1980-05-11
990,Bangladesh,1980-05-11
990,Kenya,1980-05-11
989,Asia XI,1980-05-11
988,Oman,1980-05-11
987,United Arab Emirates,1980-05-11
986,South Africa,1980-05-11
986,Netherlands,1980-05-11
986,Nepal,1980-05-11
983,Namibia,1980-05-11
979,Hong Kong,1980-05-11
892,Canada,1980-05-11
860,East Africa,1980-05-11
859,Sri Lanka,1980-05-11
776,India,1980-05-11
1217,West Indies,1980-06-11
1198,England,1980-06-11
1126,Australia,1980-06-11
1112,New Zealand,1980-06-11
1036,Zimbabwe,1980-06-11
1012,ICC World XI,1980-06-11
1010,Africa XI,1980-06-11
1004,Bermuda,1980-06-11
1004,Papua New Guinea,1980-06-11
1002,Afghanistan,1980-06-11
998,United States of America,1980-06-11
996,Ireland,1980-06-11
995,Pakistan,1980-06-11
994,Scotland,1980-06-11
990,Bangladesh,1980-06-11
989,Kenya,1980-06-11
988,Asia XI,1980-06-11
988,Oman,1980-06-11
987,United Arab Emirates,1980-06-11
986,South Africa,1980-06-11
986,Netherlands,1980-06-11
986,Nepal,1980-06-11
982,Namibia,1980-06-11
979,Hong Kong,1980-06-11
892,Canada,1980-06-11
860,East Africa,1980-06-11
858,Sri Lanka,1980-06-11
781,India,1980-06-11
1221,West Indies,1980-07-11
1215,England,1980-07-11
1120,Australia,1980-07-11
1117,New Zealand,1980-07-11
1037,Zimbabwe,1980-07-11
1012,ICC World XI,1980-07-11
1010,Africa XI,1980-07-11
1004,Bermuda,1980-07-11
1004,Papua New Guinea,1980-07-11
1002,Afghanistan,1980-07-11
998,United States of America,1980-07-11
996,Ireland,1980-07-11
994,Scotland,1980-07-11
993,Pakistan,1980-07-11
990,Bangladesh,1980-07-11
989,Kenya,1980-07-11
988,Asia XI,1980-07-11
988,Oman,1980-07-11
987,United Arab Emirates,1980-07-11
986,South Africa,1980-07-11
986,Netherlands,1980-07-11
986,Nepal,1980-07-11
982,Namibia,1980-07-11
979,Hong Kong,1980-07-11
892,Canada,1980-07-11
860,East Africa,1980-07-11
856,Sri Lanka,1980-07-11
786,India,1980-07-11
1250,England,1980-08-11
1225,West Indies,1980-08-11
1122,New Zealand,1980-08-11
1089,Australia,1980-08-11
1037,Zimbabwe,1980-08-11
1012,ICC World XI,1980-08-11
1010,Africa XI,1980-08-11
1004,Bermuda,1980-08-11
1004,Papua New Guinea,1980-08-11
1002,Afghanistan,1980-08-11
998,United States of America,1980-08-11
996,Ireland,1980-08-11
994,Scotland,1980-08-11
992,Pakistan,1980-08-11
990,Bangladesh,1980-08-11
989,Kenya,1980-08-11
988,Asia XI,1980-08-11
987,United Arab Emirates,1980-08-11
987,Oman,1980-08-11
986,South Africa,1980-08-11
986,Netherlands,1980-08-11
986,Nepal,1980-08-11
982,Namibia,1980-08-11
979,Hong Kong,1980-08-11
892,Canada,1980-08-11
860,East Africa,1980-08-11
855,Sri Lanka,1980-08-11
792,India,1980-08-11
1254,England,1980-09-11
1229,West Indies,1980-09-11
1127,New Zealand,1980-09-11
1062,Australia,1980-09-11
1038,Zimbabwe,1980-09-11
1012,ICC World XI,1980-09-11
1010,Africa XI,1980-09-11
1004,Bermuda,1980-09-11
1004,Papua New Guinea,1980-09-11
1003,Afghanistan,1980-09-11
998,United States of America,1980-09-11
996,Ireland,1980-09-11
994,Scotland,1980-09-11
991,Pakistan,1980-09-11
990,Bangladesh,1980-09-11
989,Kenya,1980-09-11
988,Asia XI,1980-09-11
987,United Arab Emirates,1980-09-11
987,Oman,1980-09-11
986,South Africa,1980-09-11
986,Netherlands,1980-09-11
986,Nepal,1980-09-11
982,Namibia,1980-09-11
978,Hong Kong,1980-09-11
892,Canada,1980-09-11
860,East Africa,1980-09-11
854,Sri Lanka,1980-09-11
797,India,1980-09-11
1245,England,1980-10-11
1233,West Indies,1980-10-11
1132,New Zealand,1980-10-11
1046,Australia,1980-10-11
1038,Zimbabwe,1980-10-11
1012,ICC World XI,1980-10-11
1010,Africa XI,1980-10-11
1004,Bermuda,1980-10-11
1004,Papua New Guinea,1980-10-11
1003,Afghanistan,1980-10-11
998,United States of America,1980-10-11
996,Ireland,1980-10-11
994,Scotland,1980-10-11
989,Pakistan,1980-10-11
989,Bangladesh,1980-10-11
989,Kenya,1980-10-11
988,Asia XI,1980-10-11
987,United Arab Emirates,1980-10-11
987,Oman,1980-10-11
986,South Africa,1980-10-11
986,Netherlands,1980-10-11
986,Nepal,1980-10-11
982,Namibia,1980-10-11
978,Hong Kong,1980-10-11
893,Canada,1980-10-11
860,East Africa,1980-10-11
853,Sri Lanka,1980-10-11
802,India,1980-10-11
1245,West Indies,1980-11-11
1236,England,1980-11-11
1076,New Zealand,1980-11-11
1046,Australia,1980-11-11
1038,Zimbabwe,1980-11-11
1012,ICC World XI,1980-11-11
1010,Africa XI,1980-11-11
1004,Bermuda,1980-11-11
1004,Papua New Guinea,1980-11-11
1003,Afghanistan,1980-11-11
998,United States of America,1980-11-11
996,Ireland,1980-11-11
993,Scotland,1980-11-11
989,Bangladesh,1980-11-11
989,Kenya,1980-11-11
988,Asia XI,1980-11-11
987,Oman,1980-11-11
986,United Arab Emirates,1980-11-11
985,South Africa,1980-11-11
985,Netherlands,1980-11-11
985,Nepal,1980-11-11
981,Namibia,1980-11-11
980,Pakistan,1980-11-11
978,Hong Kong,1980-11-11
893,Canada,1980-11-11
860,East Africa,1980-11-11
851,Sri Lanka,1980-11-11
815,India,1980-11-11
1279,West Indies,1980-12-11
1227,England,1980-12-11
1098,Australia,1980-12-11
1039,Zimbabwe,1980-12-11
1012,ICC World XI,1980-12-11
1010,Africa XI,1980-12-11
1004,Bermuda,1980-12-11
1004,Papua New Guinea,1980-12-11
1003,Afghanistan,1980-12-11
998,United States of America,1980-12-11
996,Ireland,1980-12-11
993,Scotland,1980-12-11
989,Bangladesh,1980-12-11
989,Kenya,1980-12-11
988,Asia XI,1980-12-11
987,Oman,1980-12-11
986,United Arab Emirates,1980-12-11
985,South Africa,1980-12-11
985,Netherlands,1980-12-11
985,Nepal,1980-12-11
981,Namibia,1980-12-11
978,Hong Kong,1980-12-11
954,Pakistan,1980-12-11
939,New Zealand,1980-12-11
893,Canada,1980-12-11
870,India,1980-12-11
860,East Africa,1980-12-11
850,Sri Lanka,1980-12-11
1311,West Indies,1981-01-11
1217,England,1981-01-11
1064,Australia,1981-01-11
1048,New Zealand,1981-01-11
1039,Zimbabwe,1981-01-11
1012,ICC World XI,1981-01-11
1011,Africa XI,1981-01-11
1004,Bermuda,1981-01-11
1004,Papua New Guinea,1981-01-11
1003,Afghanistan,1981-01-11
997,United States of America,1981-01-11
996,Ireland,1981-01-11
993,Scotland,1981-01-11
989,Bangladesh,1981-01-11
989,Kenya,1981-01-11
988,Asia XI,1981-01-11
987,Oman,1981-01-11
986,United Arab Emirates,1981-01-11
985,South Africa,1981-01-11
985,Netherlands,1981-01-11
985,Nepal,1981-01-11
981,Namibia,1981-01-11
977,Hong Kong,1981-01-11
952,Pakistan,1981-01-11
893,Canada,1981-01-11
860,East Africa,1981-01-11
849,Sri Lanka,1981-01-11
766,India,1981-01-11
1350,West Indies,1981-02-11
1188,England,1981-02-11
1134,Australia,1981-02-11
1040,Zimbabwe,1981-02-11
1016,New Zealand,1981-02-11
1013,ICC World XI,1981-02-11
1011,Africa XI,1981-02-11
1004,Bermuda,1981-02-11
1004,Papua New Guinea,1981-02-11
1003,Afghanistan,1981-02-11
997,United States of America,1981-02-11
996,Ireland,1981-02-11
993,Scotland,1981-02-11
989,Bangladesh,1981-02-11
988,Kenya,1981-02-11
987,Asia XI,1981-02-11
987,Oman,1981-02-11
986,United Arab Emirates,1981-02-11
985,South Africa,1981-02-11
985,Netherlands,1981-02-11
985,Nepal,1981-02-11
981,Namibia,1981-02-11
977,Hong Kong,1981-02-11
951,Pakistan,1981-02-11
893,Canada,1981-02-11
860,East Africa,1981-02-11
848,Sri Lanka,1981-02-11
729,India,1981-02-11
1357,West Indies,1981-03-11
1193,England,1981-03-11
1123,Australia,1981-03-11
1040,Zimbabwe,1981-03-11
1024,New Zealand,1981-03-11
1013,ICC World XI,1981-03-11
1011,Africa XI,1981-03-11
1004,Bermuda,1981-03-11
1004,Papua New Guinea,1981-03-11
1003,Afghanistan,1981-03-11
997,United States of America,1981-03-11
996,Ireland,1981-03-11
993,Scotland,1981-03-11
989,Bangladesh,1981-03-11
988,Kenya,1981-03-11
987,Asia XI,1981-03-11
986,United Arab Emirates,1981-03-11
986,Oman,1981-03-11
985,South Africa,1981-03-11
985,Netherlands,1981-03-11
985,Nepal,1981-03-11
981,Namibia,1981-03-11
977,Hong Kong,1981-03-11
951,Pakistan,1981-03-11
893,Canada,1981-03-11
860,East Africa,1981-03-11
846,Sri Lanka,1981-03-11
726,India,1981-03-11
1358,West Indies,1981-04-11
1207,England,1981-04-11
1112,Australia,1981-04-11
1041,Zimbabwe,1981-04-11
1030,New Zealand,1981-04-11
1013,ICC World XI,1981-04-11
1011,Africa XI,1981-04-11
1004,Bermuda,1981-04-11
1004,Papua New Guinea,1981-04-11
1003,Afghanistan,1981-04-11
997,United States of America,1981-04-11
996,Ireland,1981-04-11
993,Scotland,1981-04-11
989,Bangladesh,1981-04-11
988,Kenya,1981-04-11
987,Asia XI,1981-04-11
986,United Arab Emirates,1981-04-11
986,Oman,1981-04-11
985,South Africa,1981-04-11
985,Netherlands,1981-04-11
985,Nepal,1981-04-11
980,Namibia,1981-04-11
977,Hong Kong,1981-04-11
950,Pakistan,1981-04-11
893,Canada,1981-04-11
860,East Africa,1981-04-11
845,Sri Lanka,1981-04-11
725,India,1981-04-11
1359,West Indies,1981-05-11
1206,England,1981-05-11
1115,Australia,1981-05-11
1041,Zimbabwe,1981-05-11
1036,New Zealand,1981-05-11
1013,ICC World XI,1981-05-11
1011,Africa XI,1981-05-11
1004,Bermuda,1981-05-11
1004,Papua New Guinea,1981-05-11
1003,Afghanistan,1981-05-11
997,United States of America,1981-05-11
996,Ireland,1981-05-11
993,Scotland,1981-05-11
989,Bangladesh,1981-05-11
988,Kenya,1981-05-11
987,Asia XI,1981-05-11
986,United Arab Emirates,1981-05-11
986,Oman,1981-05-11
985,South Africa,1981-05-11
985,Netherlands,1981-05-11
985,Nepal,1981-05-11
980,Namibia,1981-05-11
977,Hong Kong,1981-05-11
949,Pakistan,1981-05-11
893,Canada,1981-05-11
860,East Africa,1981-05-11
844,Sri Lanka,1981-05-11
724,India,1981-05-11
1360,West Indies,1981-06-11
1204,Australia,1981-06-11
1110,England,1981-06-11
1042,New Zealand,1981-06-11
1041,Zimbabwe,1981-06-11
1013,ICC World XI,1981-06-11
1011,Africa XI,1981-06-11
1004,Bermuda,1981-06-11
1004,Papua New Guinea,1981-06-11
1003,Afghanistan,1981-06-11
997,United States of America,1981-06-11
996,Ireland,1981-06-11
993,Scotland,1981-06-11
989,Bangladesh,1981-06-11
988,Kenya,1981-06-11
987,Asia XI,1981-06-11
986,Oman,1981-06-11
985,United Arab Emirates,1981-06-11
984,South Africa,1981-06-11
984,Netherlands,1981-06-11
984,Nepal,1981-06-11
980,Namibia,1981-06-11
976,Hong Kong,1981-06-11
949,Pakistan,1981-06-11
893,Canada,1981-06-11
860,East Africa,1981-06-11
843,Sri Lanka,1981-06-11
723,India,1981-06-11
1360,West Indies,1981-07-11
1190,Australia,1981-07-11
1112,England,1981-07-11
1048,New Zealand,1981-07-11
1042,Zimbabwe,1981-07-11
1013,ICC World XI,1981-07-11
1011,Africa XI,1981-07-11
1004,Bermuda,1981-07-11
1004,Papua New Guinea,1981-07-11
1003,Afghanistan,1981-07-11
997,United States of America,1981-07-11
996,Ireland,1981-07-11
993,Scotland,1981-07-11
988,Bangladesh,1981-07-11
988,Kenya,1981-07-11
987,Asia XI,1981-07-11
986,Oman,1981-07-11
985,United Arab Emirates,1981-07-11
984,South Africa,1981-07-11
984,Netherlands,1981-07-11
984,Nepal,1981-07-11
980,Namibia,1981-07-11
976,Hong Kong,1981-07-11
948,Pakistan,1981-07-11
893,Canada,1981-07-11
860,East Africa,1981-07-11
841,Sri Lanka,1981-07-11
722,India,1981-07-11
1361,West Indies,1981-08-11
1174,Australia,1981-08-11
1113,England,1981-08-11
1053,New Zealand,1981-08-11
1042,Zimbabwe,1981-08-11
1013,ICC World XI,1981-08-11
1011,Africa XI,1981-08-11
1004,Bermuda,1981-08-11
1004,Papua New Guinea,1981-08-11
1003,Afghanistan,1981-08-11
997,United States of America,1981-08-11
996,Ireland,1981-08-11
993,Scotland,1981-08-11
988,Bangladesh,1981-08-11
988,Kenya,1981-08-11
987,Asia XI,1981-08-11
986,Oman,1981-08-11
985,United Arab Emirates,1981-08-11
984,South Africa,1981-08-11
984,Netherlands,1981-08-11
984,Nepal,1981-08-11
980,Namibia,1981-08-11
976,Hong Kong,1981-08-11
947,Pakistan,1981-08-11
893,Canada,1981-08-11
860,East Africa,1981-08-11
840,Sri Lanka,1981-08-11
721,India,1981-08-11
1362,West Indies,1981-09-11
1158,Australia,1981-09-11
1115,England,1981-09-11
1059,New Zealand,1981-09-11
1043,Zimbabwe,1981-09-11
1014,ICC World XI,1981-09-11
1011,Africa XI,1981-09-11
1004,Bermuda,1981-09-11
1004,Papua New Guinea,1981-09-11
1003,Afghanistan,1981-09-11
997,United States of America,1981-09-11
996,Ireland,1981-09-11
993,Scotland,1981-09-11
988,Bangladesh,1981-09-11
988,Kenya,1981-09-11
986,Asia XI,1981-09-11
986,Oman,1981-09-11
985,United Arab Emirates,1981-09-11
984,South Africa,1981-09-11
984,Netherlands,1981-09-11
984,Nepal,1981-09-11
979,Namibia,1981-09-11
976,Hong Kong,1981-09-11
946,Pakistan,1981-09-11
893,Canada,1981-09-11
860,East Africa,1981-09-11
839,Sri Lanka,1981-09-11
720,India,1981-09-11
1363,West Indies,1981-10-11
1144,Australia,1981-10-11
1116,England,1981-10-11
1065,New Zealand,1981-10-11
1043,Zimbabwe,1981-10-11
1014,ICC World XI,1981-10-11
1012,Africa XI,1981-10-11
1004,Bermuda,1981-10-11
1004,Papua New Guinea,1981-10-11
1003,Afghanistan,1981-10-11
997,United States of America,1981-10-11
996,Ireland,1981-10-11
993,Scotland,1981-10-11
988,Bangladesh,1981-10-11
988,Kenya,1981-10-11
986,Asia XI,1981-10-11
985,United Arab Emirates,1981-10-11
985,Oman,1981-10-11
984,South Africa,1981-10-11
984,Netherlands,1981-10-11
984,Nepal,1981-10-11
979,Namibia,1981-10-11
975,Hong Kong,1981-10-11
946,Pakistan,1981-10-11
893,Canada,1981-10-11
860,East Africa,1981-10-11
838,Sri Lanka,1981-10-11
719,India,1981-10-11
1287,West Indies,1981-11-11
1188,Australia,1981-11-11
1103,England,1981-11-11
1071,New Zealand,1981-11-11
1043,Zimbabwe,1981-11-11
1027,Pakistan,1981-11-11
1014,ICC World XI,1981-11-11
1012,Africa XI,1981-11-11
1004,Bermuda,1981-11-11
1004,Papua New Guinea,1981-11-11
1003,Afghanistan,1981-11-11
997,United States of America,1981-11-11
996,Ireland,1981-11-11
993,Scotland,1981-11-11
988,Bangladesh,1981-11-11
987,Kenya,1981-11-11
986,Asia XI,1981-11-11
985,United Arab Emirates,1981-11-11
985,Oman,1981-11-11
984,South Africa,1981-11-11
984,Netherlands,1981-11-11
984,Nepal,1981-11-11
979,Namibia,1981-11-11
975,Hong Kong,1981-11-11
893,Canada,1981-11-11
860,East Africa,1981-11-11
836,Sri Lanka,1981-11-11
733,India,1981-11-11
1276,West Indies,1981-12-11
1131,Pakistan,1981-12-11
1129,Australia,1981-12-11
1077,New Zealand,1981-12-11
1044,Zimbabwe,1981-12-11
1017,England,1981-12-11
1014,ICC World XI,1981-12-11
1012,Africa XI,1981-12-11
1005,Bermuda,1981-12-11
1004,Papua New Guinea,1981-12-11
1003,Afghanistan,1981-12-11
997,United States of America,1981-12-11
995,Ireland,1981-12-11
993,Scotland,1981-12-11
988,Bangladesh,1981-12-11
987,Kenya,1981-12-11
986,Asia XI,1981-12-11
985,Oman,1981-12-11
984,United Arab Emirates,1981-12-11
983,South Africa,1981-12-11
983,Netherlands,1981-12-11
983,Nepal,1981-12-11
979,Namibia,1981-12-11
975,Hong Kong,1981-12-11
893,Canada,1981-12-11
860,East Africa,1981-12-11
835,Sri Lanka,1981-12-11
819,India,1981-12-11
1320,West Indies,1982-01-11
1132,Australia,1982-01-11
1082,New Zealand,1982-01-11
1065,Pakistan,1982-01-11
1044,Zimbabwe,1982-01-11
1014,ICC World XI,1982-01-11
1012,Africa XI,1982-01-11
1005,Bermuda,1982-01-11
1005,Papua New Guinea,1982-01-11
1003,Afghanistan,1982-01-11
997,United States of America,1982-01-11
995,Ireland,1982-01-11
992,Scotland,1982-01-11
988,Bangladesh,1982-01-11
987,Kenya,1982-01-11
986,Asia XI,1982-01-11
985,Oman,1982-01-11
984,United Arab Emirates,1982-01-11
983,South Africa,1982-01-11
983,Netherlands,1982-01-11
