m_ratings,teams,date
997,Cayman Islands,2006-10-15
997,Turkey,2006-10-15
996,Netherlands,2006-10-15
994,Afghanistan,2006-10-15
989,Scotland,2006-10-15
987,Kenya,2006-10-15
984,Bermuda,2006-10-15
969,New Zealand,2006-10-15
960,South Africa,2006-10-15
959,Zimbabwe,2006-10-15
890,England,2006-10-15
NA,ICC World XI,2006-10-15
NA,Panama,2006-10-15
NA,Isle of Man,2006-10-15
1088,Sri Lanka,2006-11-15
1050,Bangladesh,2006-11-15
1048,India,2006-11-15
1030,Australia,2006-11-15
1014,West Indies,2006-11-15
1012,Canada,2006-11-15
1011,Ireland,2006-11-15
1006,Pakistan,2006-11-15
1004,Italy,2006-11-15
1003,Nepal,2006-11-15
1003,Germany,2006-11-15
1003,Romania,2006-11-15
1003,Malawi,2006-11-15
1002,Papua New Guinea,2006-11-15
1002,Bahrain,2006-11-15
1002,Kuwait,2006-11-15
1002,Qatar,2006-11-15
1002,Spain,2006-11-15
1002,Belize,2006-11-15
1002,Namibia,2006-11-15
1002,Uganda,2006-11-15
1002,Jersey,2006-11-15
1002,Malaysia,2006-11-15
1002,Singapore,2006-11-15
1002,Peru,2006-11-15
1002,Bulgaria,2006-11-15
1001,United States of America,2006-11-15
1001,Luxembourg,2006-11-15
1001,Argentina,2006-11-15
1001,Greece,2006-11-15
1000,World-XI,2006-11-15
1000,Czech Republic,2006-11-15
1000,Brazil,2006-11-15
999,Norway,2006-11-15
999,Denmark,2006-11-15
999,Austria,2006-11-15
998,Oman,2006-11-15
998,Saudi Arabia,2006-11-15
998,Maldives,2006-11-15
998,Malta,2006-11-15
998,Mexico,2006-11-15
998,Costa Rica,2006-11-15
998,Nigeria,2006-11-15
998,Ghana,2006-11-15
998,Botswana,2006-11-15
998,Guernsey,2006-11-15
998,Thailand,2006-11-15
998,Samoa,2006-11-15
998,Chile,2006-11-15
998,Serbia,2006-11-15
998,Portugal,2006-11-15
998,Bhutan,2006-11-15
998,Iran,2006-11-15
997,Hong Kong,2006-11-15
997,United Arab Emirates,2006-11-15
997,Vanuatu,2006-11-15
997,Philippines,2006-11-15
997,Belgium,2006-11-15
997,Finland,2006-11-15
997,Cayman Islands,2006-11-15
997,Turkey,2006-11-15
997,Gibraltar,2006-11-15
997,Mozambique,2006-11-15
995,Netherlands,2006-11-15
992,Afghanistan,2006-11-15
986,Scotland,2006-11-15
984,Kenya,2006-11-15
981,Bermuda,2006-11-15
962,New Zealand,2006-11-15
954,South Africa,2006-11-15
952,Zimbabwe,2006-11-15
881,England,2006-11-15
NA,ICC World XI,2006-11-15
NA,Panama,2006-11-15
NA,Isle of Man,2006-11-15
1055,Bangladesh,2006-12-15
1047,Sri Lanka,2006-12-15
1044,India,2006-12-15
1035,Australia,2006-12-15
1017,West Indies,2006-12-15
1014,Canada,2006-12-15
1013,Ireland,2006-12-15
1005,Italy,2006-12-15
1004,New Zealand,2006-12-15
1004,Germany,2006-12-15
1004,Romania,2006-12-15
1003,Nepal,2006-12-15
1003,Malawi,2006-12-15
1002,Papua New Guinea,2006-12-15
1002,Bahrain,2006-12-15
1002,Kuwait,2006-12-15
1002,Qatar,2006-12-15
1002,Spain,2006-12-15
1002,Belize,2006-12-15
1002,Namibia,2006-12-15
